CUE,CUEAnexo,Servicios_Complementarios
0603782,060378200,
0603783,060378300,
0603784,060378400,
0603785,060378500,
0603785,060378501,
0603786,060378600,
0603787,060378700,
0603788,060378800,
0603791,060379100,
0603792,060379200,
0603794,060379400,
0603795,060379500,
0603796,060379600,
0603798,060379800,
0603799,060379900,
0603800,060380000,
0603802,060380200,
0603803,060380300,
0603804,060380400,
0603805,060380500,
0603806,060380600,
0603807,060380700,
0603807,060380701,
0603807,060380702,
0603809,060380900,
0603810,060381000,
0603813,060381300,
0603814,060381400,
0603815,060381500,
0603816,060381600,
0603817,060381700,
0603818,060381800,
0603819,060381900,
0603820,060382000,
0603821,060382100,
0603822,060382200,
0603825,060382500,
0603826,060382600,
0603827,060382700,
0603829,060382900,
0603830,060383000,
0603833,060383300,
0603834,060383400,
0603835,060383500,
0603836,060383600,
0603837,060383700,
0603838,060383800,
0603839,060383900,
0603841,060384100,
0603842,060384200,
0603843,060384300,
0603844,060384400,
0603846,060384600,
0603847,060384700,
0603848,060384800,
0603849,060384900,
0603850,060385000,
0603851,060385100,
0603852,060385200,
0603853,060385300,
0603854,060385400,
0603855,060385500,
0603856,060385600,
0603857,060385700,
0603858,060385800,
0603859,060385900,
0603860,060386000,
0603861,060386100,
0603862,060386200,
0603863,060386300,
0603864,060386400,
0603865,060386500,
0603867,060386700,
0603868,060386800,
0603869,060386900,
0603871,060387100,
0603873,060387300,
0603874,060387400,
0603875,060387500,
0603876,060387600,
0603878,060387800,
0603879,060387900,
0603881,060388100,
0603881,060388101,
0603882,060388200,
0603883,060388300,
0603884,060388400,
0603885,060388500,
0603886,060388600,
0603887,060388700,
0603888,060388800,
0603889,060388900,
0603890,060389000,
0603891,060389100,
0603893,060389300,
0603895,060389500,
0603896,060389600,
0603897,060389700,
0603898,060389800,
0603899,060389900,
0603900,060390000,
0603901,060390100,
0603902,060390200,
0603903,060390300,
0603904,060390400,
0603906,060390600,
0603908,060390800,
0603909,060390900,
0603910,060391000,
0603911,060391100,
0603912,060391200,
0603913,060391300,
0603913,060391301,
0603913,060391302,
0603916,060391600,
0603917,060391700,
0603918,060391800,
0603920,060392000,
0603921,060392100,
0603922,060392200,
0603924,060392400,
0603925,060392500,
0603926,060392600,
0603927,060392700,
0603928,060392800,
0603929,060392900,
0603931,060393100,
0603932,060393200,
0603933,060393300,
0603934,060393400,
0603935,060393500,
0603936,060393600,
0603937,060393700,
0603938,060393800,
0603939,060393900,
0603940,060394000,
0603941,060394100,
0603942,060394200,
0603943,060394300,
0603944,060394400,
0603945,060394500,
0603946,060394600,
0603947,060394700,
0603948,060394800,
0603949,060394900,
0603950,060395000,
0603951,060395100,
0603952,060395200,
0603953,060395300,
0603955,060395500,
0603956,060395600,
0603957,060395700,
0603958,060395800,
0603959,060395900,
0603959,060395902,
0603960,060396000,
0603961,060396100,
0603963,060396300,
0603964,060396400,
0603965,060396500,
0603966,060396600,
0603968,060396800,
0603969,060396900,
0603973,060397300,
0603976,060397600,
0603977,060397700,
0603978,060397800,
0603978,060397801,
0603978,060397802,
0603979,060397900,
0603981,060398100,
0603982,060398200,
0603983,060398300,
0603984,060398400,
0603985,060398500,
0603986,060398600,
0603987,060398700,
0603988,060398800,
0603989,060398900,
0603990,060399000,
0603991,060399100,
0603993,060399300,
0603994,060399400,
0603995,060399500,
0603996,060399600,
0603998,060399800,
0603999,060399900,
0604000,060400000,
0604001,060400100,
0604002,060400200,
0604004,060400400,
0604005,060400500,
0604006,060400600,
0604009,060400900,
0604010,060401000,
0604011,060401100,
0604012,060401200,
0604014,060401400,
0604015,060401500,
0604016,060401600,
0604017,060401700,
0604018,060401800,
0604019,060401900,
0604020,060402000,
0604021,060402100,
0604023,060402300,
0604024,060402400,
0604025,060402500,
0604026,060402600,
0604028,060402800,
0604029,060402900,
0604030,060403000,
0604031,060403100,
0604032,060403200,
0604033,060403300,
0604034,060403400,
0604035,060403500,
0604037,060403700,
0604038,060403800,
0604039,060403900,
0604040,060404000,
0604041,060404100,
0604042,060404200,
0604043,060404300,
0604044,060404400,
0604045,060404500,
0604046,060404600,
0604047,060404700,
0604048,060404800,
0604049,060404900,
0604050,060405000,
0604051,060405100,
0604052,060405200,
0604053,060405300,
0604054,060405400,
0604055,060405500,
0604056,060405600,
0604058,060405800,
0604061,060406100,
0604062,060406200,
0604063,060406300,
0604064,060406400,
0604066,060406600,
0604067,060406700,
0604068,060406800,
0604070,060407000,
0604071,060407100,
0604072,060407200,
0604073,060407300,
0604074,060407400,
0604075,060407500,
0604076,060407600,
0604077,060407700,
0604078,060407800,
0604079,060407900,
0604080,060408000,
0604081,060408100,
0604084,060408400,
0604085,060408500,
0604086,060408600,
0604087,060408700,
0604088,060408800,
0604089,060408900,
0604090,060409000,
0604091,060409100,
0604093,060409300,
0604095,060409500,
0604096,060409600,
0604098,060409800,
0604100,060410000,
0604101,060410100,
0604102,060410200,
0604103,060410300,
0604105,060410500,
0604106,060410600,
0604108,060410800,
0604109,060410900,
0604110,060411000,
0604111,060411100,
0604112,060411200,
0604114,060411400,
0604115,060411500,
0604116,060411600,
0604117,060411700,
0604118,060411800,
0604119,060411900,
0604120,060412000,
0604121,060412100,
0604122,060412200,
0604123,060412300,
0604124,060412400,
0604125,060412500,
0604126,060412600,
0604127,060412700,
0604128,060412800,
0604130,060413000,
0604131,060413100,
0604132,060413200,
0604133,060413300,
0604134,060413400,
0604135,060413500,
0604136,060413600,
0604137,060413700,
0604138,060413800,
0604138,060413801,
0604139,060413900,
0604140,060414000,
0604142,060414200,
0604143,060414300,
0604144,060414400,
0604145,060414500,
0604146,060414600,
0604147,060414700,
0604148,060414800,
0604149,060414900,
0604150,060415000,
0604151,060415100,
0604152,060415200,
0604153,060415300,
0604155,060415500,
0604156,060415600,
0604157,060415700,
0604158,060415800,
0604159,060415900,
0604161,060416100,
0604162,060416200,
0604163,060416300,
0604164,060416400,
0604165,060416500,
0604166,060416600,
0604167,060416700,
0604168,060416800,
0604170,060417000,
0604171,060417100,
0604172,060417200,
0604173,060417300,
0604174,060417400,
0604175,060417500,
0604176,060417600,
0604177,060417700,
0604179,060417900,
0604180,060418000,
0604181,060418100,
0604182,060418200,
0604183,060418300,
0604184,060418400,
0604185,060418500,
0604186,060418600,
0604187,060418700,
0604188,060418800,
0604189,060418900,
0604190,060419000,
0604192,060419200,
0604195,060419500,
0604196,060419600,
0604197,060419700,
0604198,060419800,
0604199,060419900,
0604200,060420000,
0604202,060420200,
0604203,060420300,
0604204,060420400,
0604205,060420500,
0604206,060420600,
0604207,060420700,
0604209,060420900,
0604210,060421000,
0604211,060421100,
0604213,060421300,
0604214,060421400,
0604216,060421600,
0604217,060421700,
0604218,060421800,
0604219,060421900,
0604220,060422000,
0604221,060422100,
0604222,060422200,
0604223,060422300,
0604224,060422400,
0604225,060422500,
0604227,060422700,
0604228,060422800,
0604229,060422900,
0604230,060423000,
0604231,060423100,
0604232,060423200,
0604234,060423400,
0604236,060423600,
0604238,060423800,
0604240,060424000,
0604241,060424100,
0604242,060424200,
0604244,060424400,
0604245,060424500,
0604246,060424600,
0604247,060424700,
0604248,060424800,
0604248,060424801,
0604248,060424802,
0604249,060424900,
0604250,060425000,
0604251,060425100,
0604252,060425200,
0604253,060425300,
0604254,060425400,
0604255,060425500,
0604256,060425600,
0604257,060425700,
0604258,060425800,
0604259,060425900,
0604260,060426000,
0604261,060426100,
0604262,060426200,
0604263,060426300,
0604264,060426400,
0604265,060426500,
0604266,060426600,
0604267,060426700,
0604269,060426900,
0604270,060427000,
0604271,060427100,
0604272,060427200,
0604273,060427300,
0604274,060427400,
0604275,060427500,
0604276,060427600,
0604277,060427700,
0604278,060427800,
0604279,060427900,
0604280,060428000,
0604281,060428100,
0604282,060428200,
0604283,060428300,
0604284,060428400,
0604285,060428500,
0604286,060428600,
0604287,060428700,
0604288,060428800,
0604289,060428900,
0604290,060429000,
0604291,060429100,
0604292,060429200,
0604293,060429300,
0604293,060429301,
0604293,060429302,
0604293,060429303,
0604294,060429400,
0604295,060429500,
0604296,060429600,
0604297,060429700,
0604298,060429800,
0604300,060430000,
0604301,060430100,
0604302,060430200,
0604303,060430300,
0604304,060430400,
0604305,060430500,
0604305,060430501,
0604305,060430502,
0604305,060430503,
0604306,060430600,
0604307,060430700,
0604308,060430800,
0604309,060430900,
0604310,060431000,
0604311,060431100,
0604314,060431400,
0604315,060431500,
0604316,060431600,
0604317,060431700,
0604318,060431800,
0604319,060431900,
0604320,060432000,
0604321,060432100,
0604322,060432200,
0604323,060432300,
0604324,060432400,
0604325,060432500,
0604326,060432600,
0604327,060432700,
0604328,060432800,
0604329,060432900,
0604330,060433000,
0604331,060433100,
0604332,060433200,
0604332,060433201,
0604332,060433202,
0604334,060433400,
0604335,060433500,
0604336,060433600,
0604337,060433700,
0604338,060433800,
0604339,060433900,
0604340,060434000,
0604341,060434100,
0604342,060434200,
0604343,060434300,
0604346,060434600,
0604347,060434700,
0604348,060434800,
0604349,060434900,
0604350,060435000,
0604351,060435100,
0604352,060435200,
0604353,060435300,
0604353,060435301,
0604354,060435400,
0604358,060435800,
0604359,060435900,
0604360,060436000,
0604361,060436100,
0604362,060436200,
0604363,060436300,
0604364,060436400,
0604365,060436500,
0604367,060436700,
0604368,060436800,
0604372,060437200,
0604372,060437201,
0604372,060437202,
0604373,060437300,
0604374,060437400,
0604375,060437500,
0604377,060437700,
0604378,060437800,
0604380,060438000,
0604381,060438100,
0604382,060438200,
0604383,060438300,
0604384,060438400,
0604385,060438500,
0604386,060438600,
0604387,060438700,
0604388,060438800,
0604389,060438900,
0604390,060439000,
0604391,060439100,
0604396,060439600,
0604397,060439700,
0604398,060439800,
0604401,060440100,
0604402,060440200,
0604403,060440300,
0604404,060440400,
0604405,060440500,
0604406,060440600,
0604407,060440700,
0604408,060440800,
0604409,060440900,
0604410,060441000,
0604411,060441100,
0604412,060441200,
0604413,060441300,
0604414,060441400,
0604415,060441500,
0604416,060441600,
0604417,060441700,
0604418,060441800,
0604419,060441900,
0604420,060442000,
0604421,060442100,
0604422,060442200,
0604423,060442300,
0604424,060442400,
0604425,060442500,
0604426,060442600,
0604427,060442700,
0604428,060442800,
0604429,060442900,
0604430,060443000,
0604431,060443100,
0604432,060443200,
0604433,060443300,
0604435,060443500,
0604436,060443600,
0604437,060443700,
0604438,060443800,
0604440,060444000,
0604444,060444400,
0604446,060444600,
0604447,060444700,
0604449,060444900,
0604450,060445000,
0604451,060445100,
0604452,060445200,
0604454,060445400,
0604455,060445500,
0604457,060445700,
0604458,060445800,
0604459,060445900,
0604462,060446200,
0604464,060446400,
0604465,060446500,
0604466,060446600,
0604467,060446700,
0604468,060446800,
0604469,060446900,
0604470,060447000,
0604472,060447200,
0604474,060447400,
0604475,060447500,
0604476,060447600,
0604477,060447700,
0604478,060447800,
0604480,060448000,
0604481,060448100,
0604482,060448200,
0604483,060448300,
0604484,060448400,
0604485,060448500,
0604486,060448600,
0604487,060448700,
0604488,060448800,
0604489,060448900,
0604490,060449000,
0604491,060449100,
0604492,060449200,
0604493,060449300,
0604494,060449400,
0604496,060449600,
0604497,060449700,
0604498,060449800,
0604499,060449900,
0604500,060450000,
0604503,060450300,
0604504,060450400,
0604505,060450500,
0604506,060450600,
0604507,060450700,
0604508,060450800,
0604509,060450900,
0604510,060451000,
0604511,060451100,
0604512,060451200,
0604513,060451300,
0604514,060451400,
0604517,060451700,
0604518,060451800,
0604519,060451900,
0604520,060452000,
0604521,060452100,
0604522,060452200,
0604523,060452300,
0604524,060452400,
0604524,060452401,
0604525,060452500,
0604526,060452600,
0604527,060452700,
0604528,060452800,
0604529,060452900,
0604531,060453100,
0604533,060453300,
0604535,060453500,
0604536,060453600,
0604538,060453800,
0604539,060453900,
0604540,060454000,
0604541,060454100,
0604542,060454200,
0604543,060454300,
0604544,060454400,
0604545,060454500,
0604546,060454600,
0604547,060454700,
0604548,060454800,
0604549,060454900,
0604550,060455000,
0604552,060455200,
0604553,060455300,
0604555,060455500,
0604556,060455600,
0604557,060455700,
0604558,060455800,
0604559,060455900,
0604559,060455901,
0604559,060455902,
0604559,060455903,
0604560,060456000,
0604560,060456002,
0604560,060456003,
0604560,060456004,
0604562,060456200,
0604563,060456300,
0604564,060456400,
0604565,060456500,
0604566,060456600,
0604567,060456700,
0604568,060456800,
0604569,060456900,
0604571,060457100,
0604572,060457200,
0604573,060457300,
0604575,060457500,
0604577,060457700,
0604578,060457800,
0604579,060457900,
0604580,060458000,
0604581,060458100,
0604582,060458200,
0604583,060458300,
0604584,060458400,
0604585,060458500,
0604586,060458600,
0604587,060458700,
0604588,060458800,
0604589,060458900,
0604595,060459500,
0604596,060459600,
0604597,060459700,
0604599,060459900,
0604600,060460000,
0604603,060460300,
0604604,060460400,
0604605,060460500,
0604606,060460600,
0604608,060460800,
0604609,060460900,
0604610,060461000,
0604611,060461100,
0604612,060461200,
0604613,060461300,
0604614,060461400,
0604615,060461500,
0604616,060461600,
0604618,060461800,
0604619,060461900,
0604620,060462000,
0604621,060462100,
0604622,060462200,
0604623,060462300,
0604624,060462400,
0604625,060462500,
0604626,060462600,
0604627,060462700,
0604628,060462800,
0604629,060462900,
0604630,060463000,
0604632,060463200,
0604633,060463300,
0604634,060463400,
0604635,060463500,
0604636,060463600,
0604637,060463700,
0604639,060463900,
0604640,060464000,
0604641,060464100,
0604642,060464200,
0604643,060464300,
0604644,060464400,
0604645,060464500,
0604646,060464600,
0604647,060464700,
0604648,060464800,
0604649,060464900,
0604650,060465000,
0604651,060465100,
0604652,060465200,
0604654,060465400,
0604655,060465500,
0604657,060465700,
0604658,060465800,
0604659,060465900,
0604660,060466000,
0604662,060466200,
0604663,060466300,
0604664,060466400,
0604667,060466700,
0604668,060466800,
0604669,060466900,
0604670,060467000,
0604671,060467100,
0604672,060467200,
0604674,060467400,
0604677,060467700,
0604679,060467900,
0604680,060468000,
0604681,060468100,
0604682,060468200,
0604684,060468400,
0604686,060468600,
0604689,060468900,
0604690,060469000,
0604693,060469300,
0604694,060469400,
0604695,060469500,
0604696,060469600,
0604697,060469700,
0604698,060469800,
0604701,060470100,
0604702,060470200,
0604703,060470300,
0604705,060470500,
0604706,060470600,
0604707,060470700,
0604708,060470800,
0604709,060470900,
0604711,060471100,
0604712,060471200,
0604713,060471300,
0604714,060471400,
0604715,060471500,
0604716,060471600,
0604717,060471700,
0604718,060471800,
0604719,060471900,
0604720,060472000,
0604721,060472100,
0604722,060472200,
0604723,060472300,
0604724,060472400,
0604725,060472500,
0604726,060472600,
0604727,060472700,
0604729,060472900,
0604730,060473000,
0604731,060473100,
